Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448.0,3,Female,82.0,2,2,Laboratory Technician,3,Divorced,5257.0,6227.0,1,Y,No,11,3,2,80.0,1,9,3,4,9.0,7,0,0
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449.0,3,Male,73.0,3,2,Sales Executive,2,Married,6349.0,22107.0,0,Y,Yes,13,3,4,80.0,1,6,0,3,5.0,4,1,4
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450.0,4,Female,31.0,3,2,Research Scientist,3,Single,4869.0,16885.0,3,Y,No,12,3,4,80.0,0,20,4,2,4.0,3,0,3
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451.0,3,Female,43.0,3,3,Healthcare Representative,1,Married,9985.0,9262.0,8,Y,No,16,3,1,80.0,1,10,1,2,1.0,0,0,0
45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452.0,4,Male,75.0,3,2,Research Scientist,4,Married,3697.0,9278.0,9,Y,No,14,3,1,80.0,2,12,3,3,10.0,9,9,8
40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453.0,2,Male,57.0,1,2,Sales Executive,4,Married,7457.0,13273.0,2,Y,Yes,22,4,3,80.0,3,6,2,2,4.0,3,0,2
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454.0,2,Male,77.0,1,1,Laboratory Technician,1,Married,2119.0,4759.0,1,Y,Yes,11,3,4,80.0,0,7,4,2,7.0,7,0,7
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455.0,2,Male,30.0,2,1,Laboratory Technician,4,Single,3983.0,7621.0,0,Y,No,17,3,3,80.0,0,4,2,3,3.0,2,2,2
30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456.0,4,Female,30.0,2,2,Sales Executive,3,Divorced,6118.0,5431.0,1,Y,No,13,3,3,80.0,3,10,2,3,10.0,9,1,2
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458.0,2,Female,56.0,3,2,Sales Executive,2,Married,6214.0,3415.0,1,Y,No,18,3,1,80.0,1,8,3,3,8.0,7,0,7
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460.0,4,Male,61.0,3,2,Manufacturing Director,4,Divorced,6347.0,23177.0,7,Y,No,16,3,3,80.0,2,8,2,2,6.0,2,0,4
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461.0,3,Male,92.0,2,3,Research Director,4,Divorced,11510.0,15682.0,0,Y,Yes,14,3,2,80.0,1,12,3,3,11.0,10,2,9
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462.0,3,Female,39.0,3,3,Manufacturing Director,4,Single,7143.0,25713.0,1,Y,Yes,14,3,3,80.0,0,11,2,2,11.0,9,4,10
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463.0,4,Female,39.0,2,2,Sales Executive,2,Divorced,8268.0,11866.0,1,Y,Yes,14,3,1,80.0,2,7,2,3,7.0,7,1,7
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464.0,3,Male,62.0,3,3,Manufacturing Director,2,Single,8095.0,18264.0,0,Y,No,13,3,4,80.0,0,17,5,3,16.0,6,0,13
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465.0,3,Male,83.0,3,1,Research Scientist,4,Divorced,2904.0,16092.0,1,Y,No,12,3,3,80.0,2,4,2,2,4.0,2,0,2
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466.0,4,Male,95.0,2,2,Manufacturing Director,2,Single,6032.0,10110.0,6,Y,Yes,15,3,4,80.0,0,8,3,3,5.0,4,1,2
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467.0,2,Male,99.0,3,2,Sales Representative,3,Single,2976.0,25751.0,3,Y,No,19,3,1,80.0,0,5,3,3,0.0,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468.0,1,Female,44.0,3,4,Research Director,4,Single,15992.0,15901.0,2,Y,No,14,3,2,80.0,0,16,2,3,1.0,0,0,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469.0,4,Male,61.0,3,2,Sales Executive,3,Married,4649.0,16928.0,1,Y,No,14,3,1,80.0,1,4,3,2,4.0,3,0,2
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470.0,3,Male,52.0,3,1,Human Resources,3,Divorced,2696.0,24017.0,0,Y,Yes,11,3,3,80.0,1,4,5,3,3.0,2,1,0
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471.0,3,Female,75.0,3,1,Laboratory Technician,2,Married,2370.0,3956.0,1,Y,No,13,3,3,80.0,1,8,4,3,8.0,0,0,7
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,473.0,1,Female,91.0,3,3,Manager,3,Married,12504.0,23978.0,3,Y,No,21,4,2,80.0,1,15,3,1,0.0,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474.0,3,Male,51.0,4,2,Research Scientist,1,Divorced,5974.0,17001.0,4,Y,Yes,13,3,1,80.0,2,13,2,3,7.0,7,6,7
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475.0,4,Female,85.0,3,2,Sales Executive,3,Married,4736.0,6069.0,7,Y,Yes,12,3,2,80.0,1,4,2,4,2.0,2,2,2
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476.0,3,Male,57.0,3,2,Sales Executive,3,Married,5296.0,20156.0,1,Y,No,17,3,2,80.0,1,8,3,3,8.0,7,7,7
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477.0,1,Male,98.0,2,2,Healthcare Representative,4,Single,6781.0,17078.0,3,Y,No,23,4,2,80.0,0,14,6,3,1.0,0,0,0
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478.0,1,Female,99.0,2,1,Sales Representative,2,Single,2174.0,9150.0,1,Y,Yes,11,3,3,80.0,0,3,3,3,3.0,2,1,2
36,No,Non-Travel,845,Sales,1,5,Medical,1,479.0,4,Female,45.0,3,2,Sales Executive,4,Single,6653.0,15276.0,4,Y,No,15,3,2,80.0,0,7,6,3,1.0,0,0,0
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481.0,1,Male,48.0,2,3,Sales Executive,4,Married,9699.0,7246.0,4,Y,No,11,3,1,80.0,1,16,2,3,13.0,9,1,12
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482.0,4,Male,88.0,3,2,Healthcare Representative,3,Married,6755.0,2967.0,2,Y,No,11,3,3,80.0,0,15,2,3,3.0,2,1,2
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483.0,4,Female,46.0,4,1,Laboratory Technician,3,Married,2213.0,22495.0,3,Y,Yes,13,3,3,80.0,1,10,3,3,7.0,7,1,7
21,No,Non-Travel,895,Sales,9,2,Medical,1,484.0,1,Male,39.0,3,1,Sales Representative,4,Single,2610.0,2851.0,1,Y,No,24,4,3,80.0,0,3,3,2,3.0,2,2,2
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485.0,4,Female,34.0,3,1,Sales Representative,3,Single,2851.0,9150.0,1,Y,Yes,13,3,2,80.0,0,1,2,3,1.0,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486.0,3,Female,98.0,3,1,Laboratory Technician,1,Married,3452.0,17663.0,6,Y,No,20,4,2,80.0,1,17,3,3,5.0,4,0,3
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487.0,3,Female,30.0,3,2,Manufacturing Director,3,Married,5258.0,16044.0,2,Y,No,14,3,3,80.0,0,7,2,4,1.0,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488.0,1,Male,56.0,3,2,Sales Executive,2,Single,9355.0,9558.0,1,Y,No,18,3,3,80.0,0,8,5,3,8.0,7,7,7
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491.0,4,Male,100.0,2,3,Healthcare Representative,4,Single,10496.0,2755.0,6,Y,No,15,3,4,80.0,0,20,2,3,4.0,3,1,3
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492.0,3,Male,68.0,2,2,Sales Executive,3,Married,6380.0,6110.0,2,Y,Yes,12,3,1,80.0,2,8,6,3,6.0,4,1,0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493.0,3,Male,42.0,2,1,Research Scientist,2,Single,2657.0,7551.0,0,Y,Yes,16,3,4,80.0,0,3,5,3,2.0,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494.0,3,Female,90.0,4,1,Sales Representative,2,Single,2716.0,25422.0,1,Y,No,15,3,4,80.0,0,1,0,3,1.0,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495.0,4,Male,54.0,3,1,Research Scientist,4,Single,2201.0,18168.0,9,Y,No,16,3,4,80.0,0,6,4,3,3.0,2,1,2
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496.0,3,Male,97.0,2,2,Healthcare Representative,2,Single,6540.0,19394.0,9,Y,No,19,3,3,80.0,0,10,5,3,1.0,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497.0,4,Male,82.0,3,1,Laboratory Technician,2,Divorced,3816.0,17881.0,1,Y,No,11,3,2,80.0,1,5,2,3,5.0,2,0,4
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498.0,2,Male,92.0,3,2,Sales Executive,4,Single,5253.0,20750.0,1,Y,No,16,3,4,80.0,0,7,1,3,7.0,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499.0,2,Male,31.0,2,3,Healthcare Representative,3,Single,10965.0,12066.0,8,Y,No,24,4,3,80.0,0,26,2,3,5.0,2,0,0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500.0,3,Female,87.0,3,2,Sales Executive,4,Married,4936.0,14862.0,4,Y,No,11,3,3,80.0,1,18,2,2,7.0,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501.0,4,Female,96.0,3,1,Research Scientist,3,Married,2543.0,11868.0,4,Y,No,13,3,2,80.0,1,6,3,3,2.0,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502.0,1,Male,67.0,4,2,Sales Executive,4,Single,5304.0,4652.0,8,Y,Yes,13,3,2,80.0,0,9,3,2,5.0,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505.0,3,Female,97.0,3,4,Manager,4,Single,16659.0,23258.0,2,Y,Yes,13,3,3,80.0,0,30,2,3,5.0,4,1,2
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507.0,4,Female,77.0,3,2,Sales Executive,3,Divorced,4260.0,5915.0,1,Y,Yes,12,3,4,80.0,1,5,2,4,5.0,2,0,3
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508.0,3,Male,72.0,3,1,Sales Representative,2,Married,2476.0,17434.0,1,Y,No,18,3,1,80.0,1,1,3,3,1.0,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510.0,3,Male,73.0,3,1,Research Scientist,1,Single,3102.0,6582.0,0,Y,No,22,4,3,80.0,0,7,2,3,6.0,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511.0,1,Female,43.0,3,1,Research Scientist,2,Married,2244.0,24440.0,1,Y,No,13,3,4,80.0,1,2,1,3,2.0,1,1,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513.0,2,Male,61.0,2,3,Sales Executive,3,Married,7596.0,3809.0,1,Y,No,13,3,2,80.0,2,10,2,3,10.0,9,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514.0,3,Male,40.0,3,1,Research Scientist,4,Single,2285.0,3427.0,9,Y,Yes,23,4,3,80.0,0,3,4,3,1.0,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515.0,4,Female,95.0,3,1,Laboratory Technician,1,Divorced,3034.0,26914.0,1,Y,No,12,3,3,80.0,1,18,2,2,18.0,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516.0,4,Female,46.0,3,2,Sales Executive,2,Divorced,5715.0,22553.0,7,Y,No,12,3,3,80.0,2,8,5,3,5.0,4,1,3
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517.0,2,Female,95.0,3,1,Laboratory Technician,1,Divorced,2576.0,20490.0,3,Y,No,16,3,2,80.0,1,8,5,3,5.0,2,1,2
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518.0,3,Male,49.0,3,2,Manufacturing Director,2,Single,4197.0,21123.0,2,Y,Yes,12,3,4,80.0,0,18,2,2,1.0,0,0,1
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520.0,1,Male,59.0,2,4,Research Director,2,Divorced,14336.0,4345.0,1,Y,No,11,3,3,80.0,1,25,3,3,25.0,10,3,9
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521.0,2,Female,78.0,2,2,Laboratory Technician,3,Married,3448.0,13436.0,6,Y,No,22,4,2,80.0,1,20,3,3,1.0,0,0,0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522.0,1,Male,86.0,3,5,Research Director,1,Married,19406.0,8509.0,4,Y,No,11,3,3,80.0,1,24,4,2,4.0,2,1,2
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523.0,3,Female,72.0,3,2,Sales Executive,3,Married,6538.0,12740.0,9,Y,No,15,3,1,80.0,1,6,3,3,3.0,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524.0,2,Female,31.0,3,2,Manufacturing Director,1,Married,4306.0,4156.0,1,Y,No,12,3,2,80.0,1,13,5,1,13.0,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525.0,4,Male,61.0,3,1,Laboratory Technician,4,Married,2258.0,15238.0,7,Y,No,20,4,1,80.0,1,8,1,3,3.0,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526.0,3,Female,74.0,3,2,Healthcare Representative,3,Divorced,4522.0,2227.0,4,Y,Yes,14,3,4,80.0,0,8,3,3,5.0,2,0,2
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527.0,2,Female,99.0,2,2,Sales Executive,4,Single,4487.0,12090.0,1,Y,Yes,11,3,2,80.0,0,5,3,3,5.0,4,1,3
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529.0,2,Female,72.0,3,2,Research Scientist,3,Married,4449.0,23866.0,3,Y,Yes,15,3,1,80.0,2,15,2,3,13.0,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530.0,4,Male,98.0,2,1,Laboratory Technician,1,Married,2218.0,16193.0,1,Y,No,12,3,3,80.0,1,4,3,3,4.0,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531.0,2,Male,52.0,3,5,Manager,3,Divorced,19197.0,8213.0,1,Y,Yes,14,3,3,80.0,1,21,3,3,21.0,8,1,6
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532.0,3,Female,86.0,4,4,Sales Executive,1,Married,13212.0,18256.0,9,Y,No,11,3,4,80.0,3,36,0,2,7.0,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533.0,2,Female,83.0,3,2,Sales Executive,3,Single,6577.0,19558.0,0,Y,No,11,3,2,80.0,0,6,6,3,5.0,4,4,4
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534.0,2,Male,49.0,4,3,Sales Executive,1,Married,8392.0,19566.0,1,Y,No,16,3,3,80.0,1,10,2,3,10.0,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536.0,3,Male,79.0,3,2,Laboratory Technician,1,Divorced,4558.0,13535.0,1,Y,No,12,3,4,80.0,1,10,2,3,10.0,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538.0,1,Male,91.0,3,1,Laboratory Technician,1,Married,4031.0,9396.0,5,Y,No,13,3,3,80.0,1,6,5,3,2.0,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543.0,4,Male,39.0,2,3,Manufacturing Director,3,Married,7969.0,19609.0,2,Y,Yes,14,3,3,80.0,0,28,4,3,5.0,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544.0,1,Male,69.0,3,1,Research Scientist,4,Married,2654.0,9655.0,3,Y,No,21,4,4,80.0,2,8,3,2,2.0,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546.0,4,Female,30.0,3,4,Manager,4,Married,16555.0,10310.0,2,Y,No,13,3,4,80.0,0,31,2,1,5.0,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547.0,1,Female,92.0,3,2,Research Scientist,3,Divorced,4556.0,12932.0,2,Y,No,11,3,2,80.0,1,19,3,3,5.0,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548.0,3,Female,43.0,1,2,Manufacturing Director,4,Single,6091.0,24793.0,2,Y,No,20,4,3,80.0,0,11,2,3,5.0,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549.0,1,Female,41.0,3,5,Manager,1,Married,19566.0,3854.0,5,Y,No,11,3,4,80.0,0,33,5,1,29.0,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550.0,3,Female,87.0,3,2,Manufacturing Director,3,Divorced,4810.0,26314.0,2,Y,No,14,3,3,80.0,1,19,5,2,10.0,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551.0,4,Female,88.0,2,2,Healthcare Representative,4,Married,4523.0,4386.0,0,Y,No,11,3,4,80.0,3,7,4,4,6.0,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554.0,1,Female,62.0,3,1,Sales Representative,2,Single,3202.0,21972.0,1,Y,Yes,16,3,2,80.0,0,6,4,3,5.0,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555.0,4,Female,33.0,1,1,Sales Representative,3,Divorced,2351.0,12253.0,0,Y,No,16,3,4,80.0,1,3,3,2,2.0,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556.0,4,Male,42.0,3,1,Laboratory Technician,4,Married,1702.0,12106.0,1,Y,Yes,23,4,3,80.0,1,1,3,3,1.0,0,0,0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558.0,3,Female,79.0,3,5,Manager,3,Married,18041.0,13022.0,0,Y,No,14,3,4,80.0,0,21,2,3,20.0,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560.0,1,Female,90.0,3,1,Research Scientist,4,Divorced,2886.0,3032.0,1,Y,No,22,4,2,80.0,2,3,3,1,3.0,2,0,2
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562.0,3,Male,53.0,3,1,Laboratory Technician,4,Married,2097.0,16734.0,4,Y,No,15,3,3,80.0,1,9,3,1,5.0,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564.0,2,Male,93.0,2,3,Research Director,3,Married,11935.0,21526.0,1,Y,No,18,3,3,80.0,0,10,2,3,10.0,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565.0,3,Female,71.0,2,1,Research Scientist,2,Married,2546.0,18300.0,5,Y,No,16,3,2,80.0,0,6,2,4,2.0,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566.0,1,Male,52.0,2,1,Human Resources,4,Single,2564.0,18437.0,1,Y,No,12,3,3,80.0,0,1,3,4,1.0,0,0,0
30,No,Non-Travel,1398,Sales,22,4,Other,1,567.0,3,Female,69.0,3,3,Sales Executive,1,Married,8412.0,2890.0,0,Y,No,11,3,3,80.0,0,10,3,3,9.0,8,7,8
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568.0,1,Male,56.0,2,4,Manager,4,Divorced,14118.0,22102.0,3,Y,No,12,3,3,80.0,1,32,3,2,1.0,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569.0,2,Male,88.0,2,4,Manager,3,Married,17046.0,9314.0,0,Y,No,15,3,2,80.0,1,28,2,3,27.0,10,15,7
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571.0,3,Female,49.0,3,1,Laboratory Technician,4,Single,2564.0,7181.0,0,Y,No,14,3,3,80.0,0,12,2,2,11.0,7,6,7
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573.0,3,Female,80.0,2,3,Sales Executive,1,Married,10266.0,2845.0,4,Y,No,19,3,4,80.0,0,22,5,4,18.0,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574.0,1,Female,65.0,3,2,Manufacturing Director,4,Divorced,5070.0,7389.0,5,Y,No,13,3,3,80.0,3,20,2,3,5.0,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575.0,1,Male,51.0,3,4,Research Director,3,Married,17861.0,2288.0,6,Y,No,13,3,3,80.0,0,26,2,1,3.0,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577.0,4,Male,46.0,1,1,Laboratory Technician,3,Single,4230.0,19225.0,0,Y,No,15,3,3,80.0,0,6,2,3,5.0,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578.0,3,Female,42.0,3,2,Laboratory Technician,3,Single,3780.0,23428.0,7,Y,No,11,3,3,80.0,0,19,3,3,1.0,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579.0,4,Male,62.0,2,1,Research Scientist,3,Divorced,2768.0,8416.0,3,Y,No,12,3,3,80.0,1,14,3,3,7.0,3,5,7
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580.0,3,Female,94.0,2,3,Sales Executive,4,Married,9071.0,11563.0,2,Y,Yes,19,3,3,80.0,1,15,3,3,3.0,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581.0,3,Male,33.0,3,3,Manufacturing Director,2,Divorced,10648.0,14394.0,1,Y,No,25,4,4,80.0,1,13,6,4,13.0,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582.0,2,Male,56.0,3,3,Manager,3,Married,13610.0,24619.0,7,Y,Yes,12,3,4,80.0,0,15,2,4,7.0,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584.0,1,Male,38.0,1,1,Laboratory Technician,4,Divorced,3408.0,6705.0,7,Y,No,13,3,1,80.0,3,8,2,3,4.0,3,1,3
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585.0,4,Male,57.0,3,1,Sales Representative,2,Single,2983.0,18398.0,0,Y,No,14,3,1,80.0,0,4,3,3,3.0,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586.0,4,Male,72.0,3,3,Healthcare Representative,3,Married,7632.0,14295.0,4,Y,Yes,12,3,3,80.0,0,10,2,3,8.0,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587.0,1,Male,66.0,3,3,Healthcare Representative,3,Married,9824.0,22908.0,3,Y,No,12,3,1,80.0,0,12,2,3,1.0,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590.0,2,Female,43.0,3,3,Human Resources,1,Divorced,9950.0,11533.0,9,Y,Yes,15,3,3,80.0,3,11,2,3,3.0,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591.0,2,Male,97.0,3,1,Laboratory Technician,3,Married,2093.0,9260.0,4,Y,No,17,3,4,80.0,1,8,4,3,2.0,2,2,0
36,No,Non-Travel,635,Sales,10,4,Medical,1,592.0,2,Male,32.0,3,3,Sales Executive,4,Single,9980.0,15318.0,1,Y,No,14,3,4,80.0,0,10,3,2,10.0,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593.0,3,Male,99.0,2,1,Laboratory Technician,3,Single,3894.0,9129.0,5,Y,No,16,3,3,80.0,0,4,3,3,2.0,2,1,2
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595.0,2,Female,37.0,3,2,Sales Executive,4,Married,4051.0,19658.0,2,Y,No,14,3,1,80.0,1,14,2,3,9.0,7,6,7
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597.0,1,Female,83.0,3,4,Manager,2,Single,16835.0,9873.0,3,Y,No,23,4,4,80.0,0,37,2,3,10.0,9,7,7
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599.0,4,Male,56.0,3,2,Sales Executive,4,Single,6230.0,13430.0,7,Y,No,14,3,4,80.0,0,16,3,3,14.0,3,1,10
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600.0,2,Male,85.0,3,2,Sales Executive,3,Married,4717.0,18659.0,9,Y,No,11,3,3,80.0,0,15,2,3,11.0,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601.0,2,Female,75.0,3,4,Manufacturing Director,3,Single,13237.0,20364.0,7,Y,No,15,3,3,80.0,0,22,3,3,20.0,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602.0,3,Female,48.0,3,1,Laboratory Technician,3,Married,3755.0,17872.0,1,Y,No,11,3,1,80.0,1,8,3,3,8.0,3,0,7
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604.0,2,Male,77.0,3,2,Sales Executive,4,Single,6582.0,8346.0,4,Y,Yes,13,3,3,80.0,0,10,2,4,6.0,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605.0,4,Male,56.0,3,3,Manufacturing Director,1,Married,7406.0,6950.0,1,Y,Yes,21,4,4,80.0,1,10,5,2,10.0,9,5,8
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606.0,4,Male,61.0,3,2,Sales Executive,2,Married,4805.0,16177.0,0,Y,No,19,3,2,80.0,1,9,3,4,8.0,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608.0,2,Female,58.0,3,1,Human Resources,3,Divorced,2741.0,22808.0,0,Y,Yes,11,3,2,80.0,1,8,2,2,7.0,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611.0,4,Male,34.0,3,2,Manufacturing Director,4,Divorced,4262.0,22645.0,4,Y,No,12,3,2,80.0,2,8,2,4,3.0,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612.0,1,Female,95.0,4,4,Research Director,3,Divorced,16184.0,22578.0,4,Y,No,19,3,3,80.0,1,10,2,3,6.0,1,0,5
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613.0,3,Male,44.0,2,3,Manager,4,Divorced,11557.0,25291.0,9,Y,No,21,4,3,80.0,1,10,3,2,5.0,4,0,1
